asset_id,runtime_path,runtime_sha256,base_object,base_source_member,base_alias_count,manifest_source,manifest_license_status,manifest_source_status,runtime_key,declared_consumer,declared_consumer_resolution,consumer_binding_kind,consumer_evidence,promotion_id,promotion_validation_evidence,runtime_alias_group,runtime_alias_decision,crosswalk_decision,decision_note
ui.art21r2.modal.button.secondary,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_button_secondary.png,8BEB048B8ED78658FB243B9C57BCA45C2038780449E96D788264384CAF3772B3,sources/base/美术素材/blobs/8b/8beb048b8ed78658fb243b9c57bca45c2038780449e96d788264384caf3772b3.png,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_primary.png,3,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_secondary.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.button.secondary,scripts/ui/inventory/inventory_panel.gd; scripts/ui/ground_loot/ground_loot_panel.gd; scripts/ui/result/result_panel.gd; scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production];scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production];scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production];scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],direct_token,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:516[runtime_key=art21r2.modal.button.secondary],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.ground_loot.frame,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_ground_loot_frame.png,7CBB46D500EE5E620BD10152BC7F6FDA9D0199958C5A7666482035CFCD1F1104,sources/base/美术素材/blobs/7c/7cbb46d500ee5e620bd10152bc7f6fda9d0199958c5a7666482035cfcd1f1104.png,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_result_frame.png,3,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_ground_loot_frame.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.ground_loot.frame,scripts/ui/ground_loot/ground_loot_panel.gd,scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:48[asset_id=ui.art21r2.modal.ground_loot.frame],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.inventory.frame,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_inventory_frame.png,7CBB46D500EE5E620BD10152BC7F6FDA9D0199958C5A7666482035CFCD1F1104,sources/base/美术素材/blobs/7c/7cbb46d500ee5e620bd10152bc7f6fda9d0199958c5a7666482035cfcd1f1104.png,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_result_frame.png,3,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_inventory_frame.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.inventory.frame,scripts/ui/inventory/inventory_panel.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:47[asset_id=ui.art21r2.modal.inventory.frame],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.item_row.normal,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_item_row_normal.png,8BEB048B8ED78658FB243B9C57BCA45C2038780449E96D788264384CAF3772B3,sources/base/美术素材/blobs/8b/8beb048b8ed78658fb243b9c57bca45c2038780449e96d788264384caf3772b3.png,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_button_primary.png,3,sources/art/ART-21R2/03_cut_output/modal_controls/ui_art21r2_modal_item_row_normal.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.item_row.normal,scripts/ui/inventory/inventory_panel.gd; scripts/ui/ground_loot/ground_loot_panel.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production];scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production],direct_token,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:523[runtime_key=art21r2.modal.item_row.normal],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.result.frame,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_result_frame.png,7CBB46D500EE5E620BD10152BC7F6FDA9D0199958C5A7666482035CFCD1F1104,sources/base/美术素材/blobs/7c/7cbb46d500ee5e620bd10152bc7f6fda9d0199958c5a7666482035cfcd1f1104.png,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_result_frame.png,3,sources/art/ART-21R2/03_cut_output/modal/ui_art21r2_modal_result_frame.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.result.frame,scripts/ui/result/result_panel.gd,scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:49[asset_id=ui.art21r2.modal.result.frame],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.section.panel,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_section_panel.png,BE9ACAFF54AFE10468BC773F339B55745661553A1AF1D1D4DDDA4BD7AA3496E2,sources/base/美术素材/blobs/be/be9acaff54afe10468bc773f339b55745661553a1af1d1d4ddda4bd7aa3496e2.png,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_section_panel.png,1,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_section_panel.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.section.panel,scripts/ui/inventory/inventory_panel.gd; scripts/ui/ground_loot/ground_loot_panel.gd; scripts/ui/result/result_panel.gd; scripts/ui/map_overlay/map_overlay_panel.gd; scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production];scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production];scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production];scripts/ui/map_overlay/map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production];scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],direct_token,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:544[runtime_key=art21r2.modal.section.panel],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.modal.title_plate,Godot/GraytailGodot/assets/ui/art21r2/modal/ui_art21r2_modal_title_plate.png,C54CAFAD213C02F38073ADD7DA670800749682593FC38A841B0EB60DE91CAAAC,sources/base/美术素材/blobs/c5/c54cafad213c02f38073add7da670800749682593fc38a841b0eb60de91caaac.png,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_title_plate.png,2,sources/art/ART-21R2/03_cut_output/modal_sections/ui_art21r2_modal_title_plate.png,internal_staged,art21r2_draw_cut_ready,art21r2.modal.title_plate,scripts/ui/inventory/inventory_panel.gd; scripts/ui/ground_loot/ground_loot_panel.gd; scripts/ui/result/result_panel.gd; scripts/ui/map_overlay/map_overlay_panel.gd; scripts/ui/main_menu/main_menu_shell.gd,scripts/ui/inventory/inventory_panel.gd=>Godot/GraytailGodot/scripts/ui/inventory/inventory_panel.gd[production];scripts/ui/ground_loot/ground_loot_panel.gd=>Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd[production];scripts/ui/result/result_panel.gd=>Godot/GraytailGodot/scripts/ui/result/result_panel.gd[production];scripts/ui/map_overlay/map_overlay_panel.gd=>Godot/GraytailGodot/scripts/ui/map_overlay/map_overlay_panel.gd[production];scripts/ui/main_menu/main_menu_shell.gd=>Godot/GraytailGodot/scripts/ui/main_menu/main_menu_shell.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/ground_loot/ground_loot_panel.gd:56[runtime_key=art21r2.modal.title_plate],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.art21r2.run.bottom_overlay.frame,Godot/GraytailGodot/assets/ui/art21r2/run_hud/ui_art21r2_run_bottom_overlay_frame.png,C8AD853CA62A622CEE0A51CE7E9E3B15FA3EBA66CEF6331B1504A93D9895AAE5,sources/base/美术素材/blobs/c8/c8ad853ca62a622cee0a51ce7e9e3b15fa3eba66cef6331b1504a93d9895aae5.png,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_bottom_overlay_frame.png,1,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_bottom_overlay_frame.png,internal_generated,art21r2_generated_contract_component,art21r2.run.bottom_overlay.frame,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:35[asset_id=ui.art21r2.run.bottom_overlay.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21r2.run.left_info_rail.frame,Godot/GraytailGodot/assets/ui/art21r2/run_hud/ui_art21r2_run_left_info_rail_frame.png,BECCDDAEC80782F80A462609A4666C44C66D0ED37150CC35C282A959DE13812A,sources/base/美术素材/blobs/be/beccddaec80782f80a462609a4666c44c66d0ed37150cc35c282a959de13812a.png,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_left_info_rail_frame.png,1,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_left_info_rail_frame.png,internal_generated,art21r2_generated_contract_component,art21r2.run.left_info_rail.frame,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],dynamic_contract,Godot/GraytailGodot/scripts/gameplay/interaction/g41_world_context_popup.gd:164->Godot/GraytailGodot/scripts/presentation/art21_ui_placement_contract.gd:33[asset_id=ui.art21r2.run.left_info_rail.frame],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.art21r2.run.status_card.frame,Godot/GraytailGodot/assets/ui/art21r2/run_hud/ui_art21r2_run_status_card_frame.png,A3FCB263A5356BAB28C412F4846265F5F86B7C9BC79A8E2470F1807FEA4635E9,sources/base/美术素材/blobs/a3/a3fcb263a5356bab28c412f4846265f5f86b7c9bc79a8e2470f1807fea4635e9.png,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_status_card_frame.png,1,sources/art/ART-21R2/03_cut_output/run_hud/ui_art21r2_run_status_card_frame.png,internal_generated,art21r2_generated_contract_component,art21r2.run.status_card.frame,run_surface.gd,run_surface.gd=>Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd[production],direct_token,Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd:21[godot_path=res://assets/ui/art21r2/run_hud/ui_art21r2_run_status_card_frame.png],,,,,independent_generated_lineage,Runtime has an internal generated lineage independent of Base admission.
ui.common.button.dark,Godot/GraytailGodot/assets/ui/common/button_blank_dark.png,99DCED078AC8D2DBE127689D8005715F2878185B14884355BCBC4F471FD06A1C,sources/base/美术素材/blobs/99/99dced078ac8d2dbe127689d8005715f2878185b14884355bcbc4f471fd06a1c.png,sources/draw/20_processed/ui_button_blank/ui_button_blank_dark.png,7,assets/ui/common/ui_button_blank_dark.png,internal_migrated,audited_internal,ui.button,scenes/run/run_scene.tscn,scenes/run/run_scene.tscn=>Godot/GraytailGodot/scenes/run/run_scene.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:19[asset_id=ui.common.button.dark],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.common.gold_icon,Godot/GraytailGodot/assets/ui/common/gold_icon.png,316453D913315C34C0DB493D0C62E461DFFD9D423C0B195C588426F838A3017D,sources/base/美术素材/blobs/31/316453d913315c34c0db493d0c62e461dffd9d423c0b195c588426f838a3017d.png,sources/draw/20_processed/ui_icon/ui_icon_account_gold.png,2,assets/ui/common/ui_icon_account_gold.png,internal_migrated,audited_internal,ui.gold,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:26[asset_id=ui.common.gold_icon],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.deploy.button.back_main,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_back_main.png,5426CBCF75284BDE97B98A0E1677C9E78F349DCC6C78224F8E6441343BD0A3E2,sources/base/美术素材/blobs/54/5426cbcf75284bde97b98a0e1677c9e78f349dcc6c78224f8e6441343bd0a3e2.png,sources/draw/20_processed/ui_deploy_button/ui_button_back_main.png,4,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_back_main.png,internal_staged,staged_pending_review,art08.ui.deploy.button.back_main,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:36[asset_id=ui.deploy.button.back_main],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.confirm_deploy_large,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_confirm_deploy_large.png,E245F3D25671EAB9C11A437933FB7C8A8D79F5F2129962273AEDBB6A3E2D7873,sources/base/美术素材/blobs/e2/e245f3d25671eab9c11a437933fb7c8a8d79f5f2129962273aedbb6a3e2d7873.png,sources/draw/20_processed/ui_deploy_button/ui_button_confirm_deploy_large.png,8,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_confirm_deploy_large.png,internal_staged,staged_pending_review,art08.ui.deploy.button.confirm_deploy_large,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:37[asset_id=ui.deploy.button.confirm_deploy_large],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.nav_loadout,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_nav_loadout.png,55B1B40BBC90B97A1C8FD6F0DAB23476EBCDB0E741748844A8D63F1670E0B74B,sources/base/美术素材/blobs/55/55b1b40bbc90b97a1c8fd6f0dab23476ebcdb0e741748844a8d63f1670e0b74b.png,sources/draw/20_processed/ui_deploy_button/ui_button_nav_loadout.png,7,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_nav_loadout.png,internal_staged,staged_pending_review,art08.ui.deploy.button.nav_loadout,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:38[asset_id=ui.deploy.button.nav_loadout],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.nav_recovery,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_nav_recovery.png,578B1A0498EB34C117F45D78DE7A47DBFA604D2705B953E46940F4317302F02A,sources/base/美术素材/blobs/57/578b1a0498eb34c117f45d78de7a47dbfa604d2705b953e46940f4317302f02a.png,sources/draw/20_processed/ui_deploy_button/ui_button_nav_recovery.png,7,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_nav_recovery.png,internal_staged,staged_pending_review,art08.ui.deploy.button.nav_recovery,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:39[asset_id=ui.deploy.button.nav_recovery],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.nav_requisition,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_nav_requisition.png,7C55CD1AE2789842C4D079A7B618E84A165AD72267612A3B8642037B3C1A4C8B,sources/base/美术素材/blobs/7c/7c55cd1ae2789842c4d079a7b618e84a165ad72267612a3b8642037b3c1a4c8b.png,sources/draw/20_processed/ui_deploy_button/ui_button_nav_requisition.png,7,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_nav_requisition.png,internal_staged,staged_pending_review,art08.ui.deploy.button.nav_requisition,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:40[asset_id=ui.deploy.button.nav_requisition],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.nav_talent_selected,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_nav_talent_selected.png,E051CF0398847504F69B14E18C65430F81CD9FA50DF712352E85BA169D25BBA0,sources/base/美术素材/blobs/e0/e051cf0398847504f69b14e18c65430f81cd9fa50df712352e85ba169d25bba0.png,sources/draw/20_processed/ui_deploy_button/ui_button_nav_talent_selected.png,8,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_nav_talent_selected.png,internal_staged,staged_pending_review,art08.ui.deploy.button.nav_talent_selected,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:41[asset_id=ui.deploy.button.nav_talent_selected],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.nav_warehouse,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_button_nav_warehouse.png,28EAA56504E1F7EA3136BE8AD7478357E03C4E6C28AEB27D67C011CCE416951E,sources/base/美术素材/blobs/28/28eaa56504e1f7ea3136be8ad7478357e03c4e6c28aeb27d67c011cce416951e.png,sources/draw/20_processed/ui_deploy_button/ui_button_nav_warehouse.png,7,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_button_nav_warehouse.png,internal_staged,staged_pending_review,art08.ui.deploy.button.nav_warehouse,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:42[asset_id=ui.deploy.button.nav_warehouse],,,,,visual_reviewed_restricted_baked_text,Baked player-facing text cannot inherit the pixel-font theme or localization; retain as lineage/reference and do not use for live-label production UI.
ui.deploy.button.key_or_arrow_small_button,Godot/GraytailGodot/assets/ui/deploy/buttons/ui_key_or_arrow_small_button.png,8A70EF18582AA3D98BD6CA8E32D3790F2F169EA3F0EE43ACACC23F5A89471497,sources/base/美术素材/blobs/8a/8a70ef18582aa3d98bd6ca8e32d3790f2f169ea3f0ee43acacc23f5a89471497.png,sources/draw/20_processed/ui_deploy_button/ui_key_or_arrow_small_button.png,4,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_button/ui_key_or_arrow_small_button.png,internal_staged,staged_pending_review,art08.ui.deploy.button.key_or_arrow_small_button,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:43[asset_id=ui.deploy.button.key_or_arrow_small_button],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.deploy.icon.armor,Godot/GraytailGodot/assets/ui/deploy/icons/ui_icon_armor.png,29F71E2E65B31F0D3C1F0B6775482351C4837148E4D1773FAC4CB35127DC58F4,sources/base/美术素材/blobs/29/29f71e2e65b31f0d3c1f0b6775482351c4837148e4d1773fac4cb35127dc58f4.png,sources/draw/20_processed/ui_deploy_icon/ui_icon_armor.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_icon/ui_icon_armor.png,internal_staged,staged_pending_review,art08.ui.deploy.icon.armor,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:47[asset_id=ui.deploy.icon.armor],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.icon.backpack,Godot/GraytailGodot/assets/ui/deploy/icons/ui_icon_backpack.png,B247A2ABA7509D1797376B95136A2D7155D13CC8470EE7233ACF450EFA5A7413,sources/base/美术素材/blobs/b2/b247a2aba7509d1797376b95136a2d7155d13cc8470ee7233acf450efa5a7413.png,sources/draw/20_processed/ui_deploy_icon/ui_icon_backpack.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_icon/ui_icon_backpack.png,internal_staged,staged_pending_review,art08.ui.deploy.icon.backpack,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:48[asset_id=ui.deploy.icon.backpack],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.icon.bandage,Godot/GraytailGodot/assets/ui/deploy/icons/ui_icon_bandage.png,8E5B26EB543E59A1B7D09BCDCC74803D1674BA4D3487C7FB10EE131FA5C18FE9,sources/base/美术素材/blobs/8e/8e5b26eb543e59a1b7d09bcdcc74803d1674ba4d3487c7fb10ee131fa5c18fe9.png,sources/draw/20_processed/ui_deploy_icon/ui_icon_bandage.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_icon/ui_icon_bandage.png,internal_staged,staged_pending_review,art08.ui.deploy.icon.bandage,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:49[asset_id=ui.deploy.icon.bandage],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.icon.compass,Godot/GraytailGodot/assets/ui/deploy/icons/ui_icon_compass.png,016D4065BFBE7CA6406816F6BBA786C31F9D8CC2EACDD637A5257B822582E285,sources/base/美术素材/blobs/01/016d4065bfbe7ca6406816f6bba786c31f9d8cc2eacdd637a5257b822582e285.png,sources/draw/20_processed/ui_deploy_icon/ui_icon_compass.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_icon/ui_icon_compass.png,internal_staged,staged_pending_review,art08.ui.deploy.icon.compass,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:50[asset_id=ui.deploy.icon.compass],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.panel.frame_highlight,Godot/GraytailGodot/assets/ui/deploy/panels/ui_frame_highlight.png,6A7B4D2BBC7A87236B11F52BEAA8568477428D86A288D987949EC11F1B5DD95D,sources/base/美术素材/blobs/6a/6a7b4d2bbc7a87236b11f52beaa8568477428d86a288d987949ec11f1b5dd95d.png,sources/draw/20_processed/ui_deploy_panel/ui_frame_highlight.png,6,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_panel/ui_frame_highlight.png,internal_staged,staged_pending_review,art08.ui.deploy.panel.frame_highlight,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:54[asset_id=ui.deploy.panel.frame_highlight],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.panel.deploy_main_blank,Godot/GraytailGodot/assets/ui/deploy/panels/ui_panel_deploy_main_blank.png,222F475C981FA20063686E3BA1C203A46E04B9B2DBE6C6CDD1C4B5827E9EF525,sources/base/美术素材/blobs/22/222f475c981fa20063686e3ba1c203a46e04b9b2dbe6c6cdd1c4b5827e9ef525.png,sources/draw/20_processed/ui_deploy_panel/ui_panel_deploy_main_blank.png,6,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_panel/ui_panel_deploy_main_blank.png,internal_staged,staged_pending_review,art08.ui.deploy.panel.deploy_main_blank,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:55[asset_id=ui.deploy.panel.deploy_main_blank],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.deploy.panel.deploy_summary_blank,Godot/GraytailGodot/assets/ui/deploy/panels/ui_panel_deploy_summary_blank.png,6893538A28D34001C2FFBF52DE811139936CAD2F24954A0588238A67DAEDFE75,sources/base/美术素材/blobs/68/6893538a28d34001c2ffbf52de811139936cad2f24954a0588238a67daedfe75.png,sources/draw/20_processed/ui_deploy_panel/ui_panel_deploy_summary_blank.png,9,Base Art/05_export_runtime_candidates/art07_first_batch/ui_deploy_panel/ui_panel_deploy_summary_blank.png,internal_staged,staged_pending_review,art08.ui.deploy.panel.deploy_summary_blank,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:56[asset_id=ui.deploy.panel.deploy_summary_blank],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
